用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄,平台,年份,月份,日期,小时
U1902,何勇仁,P98463,跑步鞋,运动,250.76,2024-10-12 07:00:44,1,250.76,杭州,女,56,淘宝,2024,10,12,7
U6734,孔绍利,P97414,蓝牙耳机,电子产品,7986.8,2024-11-20 07:07:52,3,23960.4,苏州,女,28,淘宝,2024,11,20,7
U8619,贝德,P35593,篮球,运动,520.69,2024-01-05 07:47:50,1,520.69,上海,男,62,淘宝,2024,1,5,7
U6212,明风国,P86411,面霜,美妆,157.09,2024-01-27 20:59:19,2,314.18,杭州,男,28,淘宝,2024,1,27,20
U1491,颜广泰,P88429,智能手表,电子产品,4346.75,2024-11-24 09:48:30,1,4346.75,西安,男,38,淘宝,2024,11,24,9
U8999,项壮冠,P18073,沙发,家居,392.54,2024-09-23 18:01:15,1,392.54,苏州,男,44,淘宝,2024,9,23,18
U3189,于学壮,P68917,显示器,电子产品,5038.8,2024-03-29 22:18:13,5,25194.0,重庆,男,56,淘宝,2024,3,29,22
U1330,祁绍,P51091,羽毛球拍,运动,592.84,2024-07-14 13:45:21,5,2964.2,北京,男,55,淘宝,2024,7,14,13
U8797,席庆鹏,P58084,羽绒服,服装,711.63,2024-05-05 08:38:39,1,711.63,天津,女,32,淘宝,2024,5,5,8
U5749,范朗彬,P82963,运动鞋,服装,964.08,2024-08-15 15:09:22,4,3856.32,上海,男,19,淘宝,2024,8,15,15
U1723,许林,P71378,心理学,书籍,278.08,2024-05-23 01:21:33,5,1390.4,南京,男,20,淘宝,2024,5,23,1
U2327,昌绍哲,P12800,卫衣,服装,551.76,2024-10-30 07:14:10,1,551.76,深圳,男,27,淘宝,2024,10,30,7
U9150,皮奇新,P29435,口红,美妆,64.04,2024-05-01 07:30:41,4,256.16,武汉,女,46,淘宝,2024,5,1,7
U3657,韩力达,P66266,毛绒玩具,玩具,564.33,2024-03-02 00:10:12,4,2257.32,西安,女,42,淘宝,2024,3,2,0
U8843,潘永,P88623,芭比娃娃,玩具,523.25,2024-03-17 07:46:06,4,2093.0,天津,男,48,淘宝,2024,3,17,7
U2292,路榕世,P26822,口红,美妆,89.75,2024-09-11 23:42:32,5,448.75,南京,男,21,淘宝,2024,9,11,23
U3384,潘浩庆,P59032,时尚杂志,书籍,997.38,2024-09-25 10:53:56,3,2992.14,上海,男,49,淘宝,2024,9,25,10
U5745,殷良维,P29203,蓝牙耳机,电子产品,545.22,2024-10-24 03:35:09,5,2726.1,苏州,男,39,淘宝,2024,10,24,3
U2329,董斌奇,P96871,面霜,美妆,907.98,2024-02-08 12:55:21,1,907.98,北京,女,50,淘宝,2024,2,8,12
U7747,尹之光,P59252,心理学,书籍,323.91,2024-09-16 20:43:39,1,323.91,天津,女,33,淘宝,2024,9,16,20
U5984,郝安轮,P66043,蓝牙耳机,电子产品,1271.02,2024-04-17 01:35:13,5,6355.1,苏州,男,62,淘宝,2024,4,17,1
U8533,计钧腾,P89766,洗发水,美妆,42.31,2024-07-02 00:28:06,1,42.31,成都,男,34,淘宝,2024,7,2,0
U4206,张士,P18524,口红,美妆,356.35,2024-09-23 07:45:18,4,1425.4,上海,女,19,淘宝,2024,9,23,7
U9637,丁新,P61052,毛绒玩具,玩具,890.65,2024-07-23 02:38:29,5,4453.25,南京,女,55,淘宝,2024,7,23,2
U8057,潘泰,P67512,收纳盒,家居,1816.82,2024-01-14 02:04:08,5,9084.1,南京,女,46,淘宝,2024,1,14,2
U7674,徐武政,P19529,跑步鞋,运动,963.03,2024-12-09 12:56:49,1,963.03,上海,女,62,淘宝,2024,12,9,12
U2194,皮俊,P19104,卫衣,服装,230.73,2024-06-15 22:18:49,4,922.92,杭州,男,24,淘宝,2024,6,15,22
U9390,华启,P70609,粉底液,美妆,604.42,2024-01-09 10:43:53,3,1813.26,杭州,男,63,淘宝,2024,1,9,10
U8712,方成清,P57562,笔记本电脑,电子产品,685.94,2024-12-07 03:06:02,1,685.94,广州,男,24,淘宝,2024,12,7,3
U1081,梁亨固,P93391,变形金刚,玩具,259.07,2024-08-04 19:50:27,2,518.14,武汉,男,50,淘宝,2024,8,4,19
U9430,金福,P91864,羽毛球拍,运动,648.73,2024-10-27 09:45:26,1,648.73,杭州,女,21,淘宝,2024,10,27,9
U2302,常厚涛,P76942,四件套,家居,4647.43,2024-07-02 13:19:25,5,23237.15,苏州,男,57,淘宝,2024,7,2,13
U2547,奚辰树,P79546,收纳盒,家居,3185.2,2024-08-22 11:41:43,5,15926.0,南京,女,44,淘宝,2024,8,22,11
U2461,强若维,P66334,洗发水,美妆,885.89,2024-01-17 03:59:15,5,4429.45,北京,女,36,淘宝,2024,1,17,3
U4521,骆超,P14094,蓝牙耳机,电子产品,8003.51,2024-03-08 04:00:04,5,40017.55,杭州,男,53,淘宝,2024,3,8,4
U7384,滕致涛,P39895,羽毛球拍,运动,280.17,2024-12-10 16:31:05,4,1120.68,南京,女,37,淘宝,2024,12,10,16
U8905,赵善,P95971,防晒霜,美妆,378.47,2024-11-10 07:39:15,4,1513.88,南京,男,59,淘宝,2024,11,10,7
U3787,江翰,P66824,蓝牙耳机,电子产品,2116.07,2024-03-10 19:25:40,1,2116.07,北京,男,38,淘宝,2024,3,10,19
U4983,戴义,P52633,篮球,运动,472.68,2024-06-10 09:05:37,3,1418.04,天津,男,26,淘宝,2024,6,10,9
U2243,薛磊清,P58306,面霜,美妆,783.6,2024-03-07 22:03:47,4,3134.4,成都,女,23,淘宝,2024,3,7,22
U6988,丁固,P70082,充电宝,电子产品,9179.33,2024-07-16 22:28:01,2,18358.66,西安,女,41,淘宝,2024,7,16,22
U6594,戴士,P63553,跳绳,运动,823.74,2024-01-23 22:53:24,4,3294.96,杭州,女,44,淘宝,2024,1,23,22
U6806,解天文,P70345,粉底液,美妆,586.0,2024-02-08 13:19:07,3,1758.0,成都,女,35,淘宝,2024,2,8,13
U3438,邓清彬,P29609,羽绒服,服装,661.07,2024-03-16 13:20:08,2,1322.14,天津,女,27,淘宝,2024,3,16,13
U4500,喻海成,P15143,运动鞋,服装,420.01,2024-06-05 00:45:33,5,2100.05,上海,女,22,淘宝,2024,6,5,0
U3544,解固功,P51363,充电宝,电子产品,4792.21,2024-01-23 15:37:16,1,4792.21,武汉,男,46,淘宝,2024,1,23,15
U9817,唐厚敬,P43727,四件套,家居,129.7,2024-11-14 08:53:39,4,518.8,成都,男,34,淘宝,2024,11,14,8
U4469,项江,P13356,瑜伽垫,运动,294.54,2024-10-31 05:43:38,5,1472.7,西安,女,58,淘宝,2024,10,31,5
U6998,莫航,P36688,办公椅,家居,2798.62,2024-04-07 15:39:53,3,8395.86,重庆,男,46,淘宝,2024,4,7,15
U1853,蔡山顺,P87668,收纳盒,家居,4098.4,2024-06-27 18:52:39,4,16393.6,天津,女,62,淘宝,2024,6,27,18
U7935,和炎,P60422,乐高积木,玩具,869.46,2024-02-14 15:04:35,1,869.46,成都,女,59,淘宝,2024,2,14,15
U9601,高福绍,P43200,香水,美妆,564.71,2024-05-10 07:34:09,5,2823.55,天津,女,35,淘宝,2024,5,10,7
U7197,林哲谦,P76143,连衣裙,服装,984.34,2024-11-29 07:48:38,1,984.34,重庆,女,64,淘宝,2024,11,29,7
U9625,宗元波,P36234,技术教材,书籍,988.8,2024-11-05 16:15:18,3,2966.4,上海,女,63,淘宝,2024,11,5,16
U7154,史固,P94758,笔记本电脑,电子产品,4762.11,2024-05-28 07:17:02,5,23810.55,南京,女,52,淘宝,2024,5,28,7
U2463,邹宁,P29606,毛绒玩具,玩具,255.86,2024-07-25 03:58:25,3,767.58,南京,女,44,淘宝,2024,7,25,3
U5183,黄风,P42731,连衣裙,服装,429.75,2024-12-09 14:51:28,2,859.5,武汉,女,19,淘宝,2024,12,9,14
U8719,颜进亮,P42511,遥控车,玩具,825.3,2024-03-08 12:28:32,4,3301.2,成都,男,59,淘宝,2024,3,8,12
U4354,史仁,P14763,瑜伽垫,运动,541.82,2024-04-30 07:48:05,1,541.82,北京,男,54,淘宝,2024,4,30,7
U2053,鲍维,P35669,口红,美妆,530.8,2024-01-23 14:18:38,5,2654.0,西安,女,38,淘宝,2024,1,23,14
U1279,奚诚伟,P26684,漫画,书籍,799.4,2024-09-24 23:18:30,3,2398.2,北京,女,43,淘宝,2024,9,24,23
U8313,季友国,P49556,连衣裙,服装,102.88,2024-08-04 10:03:53,1,102.88,上海,女,36,淘宝,2024,8,4,10
U8378,韩志翔,P82877,篮球,运动,321.96,2024-09-21 09:50:12,4,1287.84,武汉,女,59,淘宝,2024,9,21,9
U4069,胡强,P16991,羽绒服,服装,48.78,2024-02-03 02:21:30,5,243.9,南京,男,50,淘宝,2024,2,3,2
U5956,贲鸣康,P82550,芭比娃娃,玩具,166.2,2024-12-16 11:04:56,1,166.2,武汉,男,27,淘宝,2024,12,16,11
U7654,卞山,P55603,口红,美妆,226.51,2024-01-20 02:30:02,1,226.51,成都,女,52,淘宝,2024,1,20,2
U2345,吴辰乐,P76496,羽绒服,服装,495.85,2024-10-12 16:35:24,5,2479.25,北京,男,55,淘宝,2024,10,12,16
U2045,庞谦,P43780,粉底液,美妆,685.97,2024-02-26 19:12:57,4,2743.88,西安,女,45,淘宝,2024,2,26,19
U1184,和琛,P88430,粉底液,美妆,485.13,2024-02-12 19:49:45,2,970.26,成都,女,45,淘宝,2024,2,12,19
U9098,凌武亨,P78702,洗发水,美妆,838.03,2024-04-26 16:38:04,5,4190.15,成都,男,46,淘宝,2024,4,26,16
U9482,干建刚,P33580,T恤,服装,60.26,2024-07-09 09:18:27,4,241.04,杭州,女,36,淘宝,2024,7,9,9
U9986,祁茂,P42263,羽毛球拍,运动,689.84,2024-03-13 00:53:42,3,2069.52,杭州,女,31,淘宝,2024,3,13,0
U2532,裘浩维,P34209,技术教材,书籍,725.93,2024-07-16 12:48:00,3,2177.79,广州,男,65,淘宝,2024,7,16,12
U7569,缪承健,P11211,跳绳,运动,165.19,2024-06-13 03:07:38,1,165.19,天津,男,18,淘宝,2024,6,13,3
U6077,祁和民,P66134,智能手表,电子产品,6739.54,2024-12-26 00:41:33,2,13479.08,成都,女,42,淘宝,2024,12,26,0
U3396,明天宁,P64755,哑铃,运动,505.63,2024-01-25 20:49:47,2,1011.26,重庆,男,33,淘宝,2024,1,25,20
U2364,经新壮,P79876,历史书籍,书籍,253.29,2024-07-15 12:19:20,2,506.58,重庆,女,57,淘宝,2024,7,15,12
U1601,鲁世松,P50536,技术教材,书籍,953.25,2024-08-25 09:47:11,5,4766.25,上海,男,64,淘宝,2024,8,25,9
U8815,贲言新,P58803,时尚杂志,书籍,135.15,2024-11-13 17:10:02,4,540.6,成都,女,39,淘宝,2024,11,13,17
U4329,安波,P83617,充电宝,电子产品,3774.08,2024-08-21 17:02:26,3,11322.24,深圳,男,20,淘宝,2024,8,21,17
U3894,单庆力,P71215,芭比娃娃,玩具,617.53,2024-11-27 18:50:22,5,3087.65,武汉,女,28,淘宝,2024,11,27,18
U3316,费琛哲,P65946,智能手机,电子产品,1756.31,2024-12-07 02:48:52,2,3512.62,天津,女,45,淘宝,2024,12,7,2
U7258,章栋伟,P61554,跑步鞋,运动,975.51,2024-11-30 11:56:15,1,975.51,南京,男,58,淘宝,2024,11,30,11
U5354,房宁贵,P16369,平板电脑,电子产品,4011.73,2024-10-21 21:58:51,5,20058.65,重庆,女,60,淘宝,2024,10,21,21
U1446,奚发建,P64907,变形金刚,玩具,270.62,2024-07-01 06:18:56,1,270.62,成都,男,57,淘宝,2024,7,1,6
U6238,郎承,P86759,口红,美妆,482.79,2024-02-23 13:28:10,3,1448.37,西安,女,63,淘宝,2024,2,23,13
U8354,祝和,P28742,漫画,书籍,672.83,2024-07-24 20:15:20,4,2691.32,上海,女,65,淘宝,2024,7,24,20
U9708,纪政哲,P75166,洗发水,美妆,351.29,2024-08-15 07:13:36,5,1756.45,北京,男,34,淘宝,2024,8,15,7
U8804,贝生,P49294,跑步鞋,运动,323.89,2024-12-25 21:50:30,3,971.67,苏州,男,27,淘宝,2024,12,25,21
U1177,计涛,P29296,运动鞋,服装,577.29,2024-10-31 14:06:38,4,2309.16,杭州,男,22,淘宝,2024,10,31,14
U6823,康光,P88168,夹克,服装,651.37,2024-07-25 09:45:06,2,1302.74,广州,男,59,淘宝,2024,7,25,9
U4382,康兴国,P37983,蓝牙耳机,电子产品,4909.0,2024-09-23 18:16:22,2,9818.0,南京,男,62,淘宝,2024,9,23,18
U4858,邵腾翔,P41124,充电宝,电子产品,617.27,2024-12-29 21:30:26,2,1234.54,西安,男,22,淘宝,2024,12,29,21
U1650,于龙,P54414,人物传记,书籍,264.02,2024-01-29 00:05:16,4,1056.08,西安,男,47,淘宝,2024,1,29,0
U2279,包承,P52029,蓝牙耳机,电子产品,8374.94,2024-10-22 12:43:35,3,25124.82,杭州,女,51,淘宝,2024,10,22,12
U3233,左彬国,P74175,变形金刚,玩具,355.7,2024-07-27 17:23:17,2,711.4,广州,男,53,淘宝,2024,7,27,17
U7925,姜生,P71403,智能手机,电子产品,5508.05,2024-10-03 23:29:06,1,5508.05,苏州,女,46,淘宝,2024,10,3,23
U5844,康思健,P81460,哑铃,运动,414.83,2024-02-21 01:31:08,3,1244.49,苏州,女,35,淘宝,2024,2,21,1
U9838,俞生发,P45357,四件套,家居,1657.68,2024-04-02 03:22:16,1,1657.68,天津,男,24,淘宝,2024,4,2,3
U1968,严航利,P84829,防晒霜,美妆,847.42,2024-12-07 22:44:03,5,4237.1,西安,女,54,淘宝,2024,12,7,22
U5541,皮有心,P24053,跑步鞋,运动,949.73,2024-12-03 22:36:38,3,2849.19,天津,男,24,淘宝,2024,12,3,22
U8907,方思龙,P60439,卫衣,服装,336.97,2024-03-26 03:29:10,5,1684.85,上海,女,34,淘宝,2024,3,26,3
U5384,丁翔,P22040,智能手表,电子产品,4919.29,2024-03-01 13:42:20,4,19677.16,北京,男,54,淘宝,2024,3,1,13
U3184,齐清宏,P27416,粉底液,美妆,693.79,2024-08-30 03:15:29,1,693.79,重庆,男,29,淘宝,2024,8,30,3
U5504,缪星贵,P58723,餐桌,家居,2742.97,2024-01-15 23:22:15,3,8228.91,广州,女,31,淘宝,2024,1,15,23
U2736,顾顺鹏,P40289,餐桌,家居,3048.97,2024-04-15 00:07:15,2,6097.94,天津,女,38,淘宝,2024,4,15,0
U2679,胡梁平,P12336,平板电脑,电子产品,6618.16,2024-03-22 16:10:25,1,6618.16,上海,女,39,淘宝,2024,3,22,16
U1279,薛冠光,P23153,餐桌,家居,3232.19,2024-08-19 00:32:59,1,3232.19,重庆,女,56,淘宝,2024,8,19,0
U8643,李海良,P33766,芭比娃娃,玩具,468.79,2024-04-17 03:44:54,3,1406.37,武汉,男,30,淘宝,2024,4,17,3
U1733,柯时克,P96836,时尚杂志,书籍,469.93,2024-02-02 16:36:45,4,1879.72,南京,女,39,淘宝,2024,2,2,16
U7071,季先龙,P67731,口红,美妆,334.16,2024-04-17 21:11:26,5,1670.8,重庆,男,64,淘宝,2024,4,17,21
U6113,吉博冠,P76829,人物传记,书籍,563.89,2024-09-05 09:42:39,3,1691.67,重庆,女,41,淘宝,2024,9,5,9
U8038,冯承海,P19703,卫衣,服装,966.99,2024-09-17 08:00:35,5,4834.95,北京,女,55,淘宝,2024,9,17,8
U3439,廉信建,P71261,篮球,运动,394.24,2024-05-21 03:49:32,1,394.24,天津,女,44,淘宝,2024,5,21,3
U9490,李鹏文,P17613,山地车,运动,623.21,2024-05-11 14:34:52,4,2492.84,苏州,女,28,淘宝,2024,5,11,14
U9023,邵博克,P54407,跳绳,运动,727.5,2024-03-24 13:30:47,2,1455.0,北京,男,20,淘宝,2024,3,24,13
U7212,包家彬,P91207,平板电脑,电子产品,2380.95,2024-11-27 17:36:10,5,11904.75,杭州,女,34,淘宝,2024,11,27,17
U1057,莫世维,P58928,心理学,书籍,83.56,2024-10-03 21:17:23,1,83.56,苏州,女,42,淘宝,2024,10,3,21
U8060,谈会磊,P67444,跑步鞋,运动,733.45,2024-12-28 03:20:07,4,2933.8,北京,男,56,淘宝,2024,12,28,3
U1816,刁敬奇,P49354,桌游,玩具,529.19,2024-02-06 18:40:20,4,2116.76,成都,女,47,淘宝,2024,2,6,18
U5414,贲学,P72908,化妆刷套装,美妆,987.59,2024-01-12 11:20:42,3,2962.77,杭州,女,36,淘宝,2024,1,12,11
U4959,祁乐,P33846,运动鞋,服装,300.83,2024-09-08 15:15:22,2,601.66,南京,女,59,淘宝,2024,9,8,15
U8540,冯宁光,P69293,毛绒玩具,玩具,900.09,2024-05-16 11:06:39,1,900.09,天津,女,24,淘宝,2024,5,16,11
U1889,计雄,P49435,时尚杂志,书籍,907.88,2024-02-28 10:54:32,5,4539.4,苏州,男,34,淘宝,2024,2,28,10
U2355,禹保,P59651,羽绒服,服装,272.62,2024-11-07 16:52:47,4,1090.48,杭州,女,41,淘宝,2024,11,7,16
U5181,韦明冠,P22468,口红,美妆,720.6,2024-04-29 14:45:49,3,2161.8,杭州,女,30,淘宝,2024,4,29,14
U2883,和顺福,P32213,餐桌,家居,4038.06,2024-12-18 05:11:20,1,4038.06,武汉,女,55,淘宝,2024,12,18,5
U8320,单宏,P16038,运动鞋,服装,271.22,2024-04-05 08:25:00,5,1356.1,杭州,女,56,淘宝,2024,4,5,8
U2051,万山厚,P94066,山地车,运动,911.62,2024-09-02 05:37:00,5,4558.1,南京,男,18,淘宝,2024,9,2,5
U3245,邬健,P86097,智能手表,电子产品,2199.18,2024-11-04 00:05:34,2,4398.36,深圳,男,39,淘宝,2024,11,4,0
U9547,齐维,P45136,办公椅,家居,1645.63,2024-07-03 12:29:27,4,6582.52,成都,男,38,淘宝,2024,7,3,12
U7101,汤福安,P62590,牛仔裤,服装,933.22,2024-08-23 17:58:57,3,2799.66,南京,男,51,淘宝,2024,8,23,17
U8030,和善,P91679,乐高积木,玩具,482.83,2024-10-14 18:13:45,3,1448.49,成都,女,50,淘宝,2024,10,14,18
U1385,戚中国,P74325,桌游,玩具,434.78,2024-08-24 16:58:18,5,2173.9,苏州,男,64,淘宝,2024,8,24,16
U9194,田良,P41914,遥控车,玩具,420.57,2024-09-24 00:38:13,5,2102.85,成都,女,43,淘宝,2024,9,24,0
U8793,宋若家,P95504,变形金刚,玩具,241.93,2024-06-25 22:11:55,4,967.72,武汉,女,23,淘宝,2024,6,25,22
U3712,伍会清,P18021,连衣裙,服装,357.9,2024-07-31 15:31:51,1,357.9,广州,男,40,淘宝,2024,7,31,15
U9943,汤若,P25524,洗发水,美妆,978.76,2024-05-28 09:58:14,3,2936.28,北京,男,23,淘宝,2024,5,28,9
U5825,穆松弘,P72923,跑步鞋,运动,982.32,2024-01-20 03:42:06,5,4911.6,成都,女,33,淘宝,2024,1,20,3
U5131,花哲德,P95148,篮球,运动,518.63,2024-11-04 09:32:38,1,518.63,杭州,男,49,淘宝,2024,11,4,9
U1251,张邦胜,P92191,瑜伽垫,运动,351.32,2024-08-03 02:30:11,5,1756.6,深圳,男,20,淘宝,2024,8,3,2
U5806,庞栋,P37674,芭比娃娃,玩具,847.71,2024-04-12 18:36:06,4,3390.84,北京,男,57,淘宝,2024,4,12,18
U8227,汤宁炎,P50459,香水,美妆,530.14,2024-04-06 06:31:19,4,2120.56,广州,女,43,淘宝,2024,4,6,6
U1636,冯元元,P63797,哑铃,运动,761.33,2024-01-28 21:32:09,2,1522.66,北京,女,28,淘宝,2024,1,28,21
U3225,平学波,P87802,历史书籍,书籍,205.72,2024-01-17 10:29:54,3,617.16,深圳,男,26,淘宝,2024,1,17,10
U9475,刁朗飞,P29402,山地车,运动,872.18,2024-07-05 03:19:18,1,872.18,重庆,女,22,淘宝,2024,7,5,3
U7544,屈朋勇,P94340,毛绒玩具,玩具,393.75,2024-06-15 06:48:26,4,1575.0,深圳,女,18,淘宝,2024,6,15,6
U6845,花东,P33206,牛仔裤,服装,536.02,2024-11-13 06:52:29,3,1608.06,武汉,女,45,淘宝,2024,11,13,6
U8597,傅斌雄,P67919,面霜,美妆,369.26,2024-04-03 14:26:00,1,369.26,北京,男,42,淘宝,2024,4,3,14
U1072,何文豪,P47749,充电宝,电子产品,2195.47,2024-09-10 01:25:46,3,6586.41,天津,男,21,淘宝,2024,9,10,1
U8584,季河晨,P59986,餐桌,家居,784.16,2024-07-04 15:13:43,4,3136.64,成都,女,36,淘宝,2024,7,4,15
U9828,苗海冠,P39092,面霜,美妆,466.32,2024-05-05 23:47:43,1,466.32,深圳,男,26,淘宝,2024,5,5,23
U9312,方心士,P62982,台灯,家居,2919.67,2024-04-23 16:51:46,1,2919.67,重庆,女,26,淘宝,2024,4,23,16
U5240,元维伯,P58394,卫衣,服装,335.25,2024-10-09 21:11:50,3,1005.75,苏州,男,38,淘宝,2024,10,9,21
U2763,贺行,P62716,篮球,运动,808.31,2024-12-01 01:09:58,5,4041.55,苏州,女,34,淘宝,2024,12,1,1
U8492,邬树刚,P53526,抱枕,家居,494.7,2024-07-06 23:18:25,3,1484.1,西安,男,59,淘宝,2024,7,6,23
U7275,霍力宁,P18259,四件套,家居,3721.33,2024-03-26 21:29:47,1,3721.33,重庆,女,34,淘宝,2024,3,26,21
U7664,郁绍,P53883,抱枕,家居,1906.12,2024-01-31 17:50:27,5,9530.6,南京,女,22,淘宝,2024,1,31,17
U7573,殷勇腾,P99801,化妆刷套装,美妆,472.49,2024-01-01 18:35:43,5,2362.45,广州,女,38,淘宝,2024,1,1,18
U7884,舒震会,P57249,山地车,运动,677.84,2024-01-09 15:56:05,2,1355.68,成都,男,44,淘宝,2024,1,9,15
U2379,舒斌敬,P56974,人物传记,书籍,636.04,2024-04-18 07:13:51,3,1908.12,苏州,女,46,淘宝,2024,4,18,7
U3028,施永,P80970,充电宝,电子产品,7984.49,2024-02-11 14:50:21,3,23953.47,重庆,男,59,淘宝,2024,2,11,14
U1023,安心轮,P49240,充电宝,电子产品,8951.67,2024-12-28 05:39:36,5,44758.35,杭州,男,20,淘宝,2024,12,28,5
U2644,宣杰,P24521,粉底液,美妆,293.61,2024-03-08 05:46:14,1,293.61,西安,女,63,淘宝,2024,3,8,5
U8821,万全,P78940,笔记本电脑,电子产品,1889.88,2024-03-13 19:34:29,3,5669.64,天津,男,27,淘宝,2024,3,13,19
U3174,贝邦,P15258,时尚杂志,书籍,274.49,2024-02-26 15:08:54,1,274.49,苏州,女,65,淘宝,2024,2,26,15
U4617,董利松,P89607,智能手表,电子产品,9321.56,2024-08-06 14:02:25,5,46607.8,北京,男,63,淘宝,2024,8,6,14
U2510,陶伯东,P59808,充电宝,电子产品,798.18,2024-07-02 00:17:08,1,798.18,上海,男,21,淘宝,2024,7,2,0
U1288,高海以,P98259,跑步鞋,运动,335.42,2024-01-31 13:35:06,5,1677.1,广州,男,34,淘宝,2024,1,31,13
U8735,樊平梁,P31534,桌游,玩具,84.99,2024-09-10 12:25:48,5,424.95,上海,女,24,淘宝,2024,9,10,12
U5328,经乐全,P67910,心理学,书籍,646.23,2024-07-17 19:52:05,1,646.23,广州,女,36,淘宝,2024,7,17,19
U5262,卢启河,P21876,科幻小说,书籍,353.38,2024-12-18 00:33:43,1,353.38,上海,男,53,淘宝,2024,12,18,0
U4390,季雄,P49641,笔记本电脑,电子产品,2556.62,2024-08-19 12:56:09,4,10226.48,重庆,男,22,淘宝,2024,8,19,12
U9301,皮群家,P76521,乐高积木,玩具,170.9,2024-03-29 23:11:33,1,170.9,重庆,女,47,淘宝,2024,3,29,23
U6477,房俊,P92974,心理学,书籍,605.64,2024-12-07 20:06:36,2,1211.28,南京,女,42,淘宝,2024,12,7,20
U4492,雷光建,P16790,连衣裙,服装,494.47,2024-02-04 10:36:34,2,988.94,深圳,女,36,淘宝,2024,2,4,10
U9721,姜朗有,P44934,办公椅,家居,1071.33,2024-11-29 01:37:01,2,2142.66,上海,女,32,淘宝,2024,11,29,1
U6297,傅刚,P53386,拼图,玩具,527.85,2024-05-14 16:26:07,1,527.85,北京,女,42,淘宝,2024,5,14,16
U7130,于以俊,P96979,山地车,运动,124.8,2024-07-19 20:01:05,2,249.6,南京,女,28,淘宝,2024,7,19,20
U1831,柯友绍,P93008,台灯,家居,529.86,2024-10-16 09:31:52,5,2649.3,武汉,男,22,淘宝,2024,10,16,9
U8378,舒宏磊,P23256,T恤,服装,570.42,2024-08-16 04:09:37,5,2852.1,南京,女,49,淘宝,2024,8,16,4
U3785,危义东,P67471,连衣裙,服装,581.19,2024-07-05 04:40:12,5,2905.95,武汉,女,65,淘宝,2024,7,5,4
U5913,项伯富,P28711,充电宝,电子产品,9116.33,2024-02-01 19:22:58,1,9116.33,杭州,女,46,淘宝,2024,2,1,19
U1492,魏波才,P94434,乐高积木,玩具,142.27,2024-04-12 01:58:08,2,284.54,成都,女,31,淘宝,2024,4,12,1
U8088,谢辉力,P47761,收纳盒,家居,3368.97,2024-12-15 20:59:21,2,6737.94,西安,女,24,淘宝,2024,12,15,20
U8343,傅先士,P31164,粉底液,美妆,349.01,2024-06-11 08:39:29,2,698.02,西安,男,24,淘宝,2024,6,11,8
U7572,席士时,P28684,人物传记,书籍,287.3,2024-12-23 17:23:03,3,861.9,南京,男,18,淘宝,2024,12,23,17
U6474,姚中辰,P94913,科幻小说,书籍,421.84,2024-07-15 21:51:02,5,2109.2,北京,男,57,淘宝,2024,7,15,21
U3687,颜勇,P39533,收纳盒,家居,3619.72,2024-10-20 01:13:35,3,10859.16,上海,男,56,淘宝,2024,10,20,1
U7915,卫胜,P95809,卫衣,服装,681.58,2024-10-16 15:21:17,2,1363.16,武汉,女,51,淘宝,2024,10,16,15
U6157,邬全超,P79135,粉底液,美妆,287.19,2024-10-13 23:04:28,5,1435.95,深圳,男,29,淘宝,2024,10,13,23
U1009,祁刚昌,P12397,卫衣,服装,324.58,2024-04-16 16:51:03,4,1298.32,深圳,女,52,淘宝,2024,4,16,16
U7531,应成东,P70624,粉底液,美妆,214.54,2024-03-20 00:21:52,3,643.62,重庆,女,63,淘宝,2024,3,20,0
U2432,乐克会,P87248,化妆刷套装,美妆,786.17,2024-04-25 20:00:33,2,1572.34,广州,男,65,淘宝,2024,4,25,20
U9333,丁林,P52042,餐桌,家居,4214.68,2024-11-20 13:10:50,2,8429.36,杭州,女,35,淘宝,2024,11,20,13
U2208,丁林克,P51652,洗发水,美妆,99.22,2024-03-22 15:16:25,5,496.1,上海,男,40,淘宝,2024,3,22,15
U4500,俞海,P28075,跳绳,运动,567.97,2024-04-29 07:14:04,2,1135.94,上海,女,53,淘宝,2024,4,29,7
U1317,祝新邦,P54709,遥控车,玩具,435.76,2024-04-11 20:57:12,5,2178.8,北京,男,60,淘宝,2024,4,11,20
U3029,吴楠晨,P93379,跑步鞋,运动,317.08,2024-07-01 06:54:44,5,1585.4,重庆,女,34,淘宝,2024,7,1,6
U2893,戴若富,P18099,显示器,电子产品,7205.24,2024-03-04 21:45:30,3,21615.72,重庆,男,61,淘宝,2024,3,4,21
